id,fonds,Numero_inventaire,Type_document,ISSN,ISBN,Auteur1,Fonction1,Auteur2,Fonction2,Auteur3,Fonction3,Auteur4,Fonction4,Auteur5,Fonction5,Auteur6,Fonction6,Titre,Sous_titre,Lieu_edition,Editeur,Collection,Annee_edition,Tome,Nb_Pages,Notes,Disponible,Emprunteur,Date_emprunt,financement
,moderne,3085,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1855,1,664,Année 1855 (tome 1),OUI,,,
,moderne,3086,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1855,2,668,Année 1855 (tome 2),OUI,,,
,moderne,3087,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1856,1,664,Année 1856 (tome 1),OUI,,,
,moderne,3088,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1856,2,672,Année 1856 (tome 2),OUI,,,
,moderne,3089,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1857,,1352,Année 1857,OUI,,,
,moderne,3090,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1858,,1319,Année 1858,OUI,,,
,moderne,3091,REVUE,,,CUENOT Stéphane,Auteur,GELLE Th.,Auteur,FABRE A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1859,,1296,Année 1859 (tome 70),OUI,,,
,moderne,3092,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1860,,1295,Année 1860 (tome 71),OUI,,,
,moderne,3093,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1861,,1278,Année 1861 (tome 72),OUI,,,
,moderne,3094,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1862,,1295,Année 1862 (tome 73),OUI,,,
,moderne,3095,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1863,,1275,Année 1863 (tome 74),OUI,,,
,moderne,3096,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1864,,1367,Année 1864 (tome 75),OUI,,,
,moderne,3097,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1865,,1404,Année 1865,OUI,,,
,moderne,3098,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1866,,1411,Année 1866,OUI,,,
,moderne,3099,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1867,,1396,Année 1867,OUI,,,
,moderne,3100,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1868,,1416,Année 1868,OUI,,,
,moderne,3101,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1869,,1424,Année 1869,OUI,,,
,moderne,3102,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1870,,1320,Année 1870,OUI,,,
,moderne,3103,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1871,,796,Année 1871,OUI,,,
,moderne,3104,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1872,,1340,Année 1872,OUI,,,
,moderne,3105,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1873,,1380,Année 1873,OUI,,,
,moderne,3106,REVUE,,,GELLE Th.,Auteur,NOBLET F.,Auteur,BOULANGER A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1874,,1416,Année 1874,OUI,,,
,moderne,3107,REVUE,,,RUBEN de COUDER M.,Auteur,BOULANGER A.,Auteur,BOURGUIGNAT A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1875,,1384,Année 1875,OUI,,,
,moderne,3108,REVUE,,,RUBEN de COUDER M.,Auteur,BOULANGER A.,Auteur,BOURGUIGNAT A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1876,,1388,Année 1876,OUI,,,
,moderne,3109,REVUE,,,RUBEN de COUDER M.,Auteur,BOULANGER A.,Auteur,BOURGUIGNAT A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1877,,1440,Année 1877,OUI,,,
,moderne,3110,REVUE,,,RUBEN de COUDER M.,Auteur,BOULANGER A.,Auteur,BOURGUIGNAT A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1878,,1423,Année 1878,OUI,,,
,moderne,3111,REVUE,,,RUBEN de COUDER M.,Auteur,BOULANGER A.,Auteur,BOURGUIGNAT A.,Auteur,,,,,,,Journal du Palais,Recueil le plus ancien et le plus complet de la jurisprudence française,Paris,Aux Bureaux du Journal du Palais,,1879,,1431,Année 1879,OUI,,,
,moderne,3112,REVUE,,,FUZIER-HERMAN Edouard,Auteur,,,,,,,,,,,Journal du Palais,Répertoire général contenant la jurisprudence de 1791 à 1870…,Paris,Aux Bureaux du Journal du Palais,,1883,,1286,Table complémentaire alphabétique et chronologique,OUI,,,
,moderne,3113,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,1,879,,OUI,,,
,moderne,3114,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,2,824,,OUI,,,
,moderne,3115,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,3,714,,OUI,,,
,moderne,3116,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,4,751,,OUI,,,
,moderne,3117,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,5,754,,OUI,,,
,moderne,3118,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,6,759,,OUI,,,
,moderne,3119,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,7,735,,OUI,,,
,moderne,3120,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,8,682,,OUI,,,
,moderne,3121,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,9,678,,OUI,,,
,moderne,3122,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1785,10,738,,OUI,,,
,moderne,3123,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1785,11,749,,OUI,,,
,moderne,3124,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,12,690,,OUI,,,
,moderne,3125,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1784,13,782,,OUI,,,
,moderne,3126,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1785,14,633,,OUI,,,
,moderne,3127,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1785,15,736,,OUI,,,
,moderne,3128,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1785,16,669,,OUI,,,
,moderne,3129,REVUE,,,GUYOT,Auteur,,,,,,,,,,,"Répertoire universel et raisonné de jurisprudence civile, criminelle canonique et bénéficiale",,Paris,Visse,,1785,17,721,,OUI,,,
,moderne,3130,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie A. Rousseau,,s.d.,1,s.p.,,MANQUANT,,,
,moderne,3131,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie A. Rousseau,,1892,2,779,,OUI,,,
,moderne,3132,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie A. Rousseau,,s.d.,3,s.p.,,MANQUANT,,,
,moderne,3133,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie A. Rousseau,,1894,4,670,,OUI,,,
,moderne,3134,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie A. Rousseau,,1895,5,214,,OUI,,,
,moderne,3135,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1896,6,926,,OUI,,,
,moderne,3136,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1897,7,512,,OUI,,,
,moderne,3137,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1898,8,747,,OUI,,,
,moderne,3138,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Lamarche ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1899,9,764,,OUI,,,
,moderne,3139,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Nourry ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1900,10,707,,OUI,,,
,moderne,3140,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,s.n.,,s.d.,11,s.p.,,MANQUANT,,,
,moderne,3141,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne de l'enseignement supérieur,,Dijon,Librairie Nourry ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1902,12,906,,OUI,,,
,moderne,3142,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne,,Dijon,Librairie Nourry ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1903,13,625,,OUI,,,
,moderne,3143,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne,,Dijon,Librairie Nourry ; librairie Damidot ; librairie Rousseau ; librairie Rey ; librairie Venot,,1904,14,394,,OUI,,,
,moderne,3144,REVUE,,,Université de Bourgogne,Editeur scientifique,ROY Emile,Auteur,,,,,,,,,Revue bourguignonne,Le mystère de la passion en France du XIVe au XVIe siècle,Dijon ; Paris,Librairie Nourry ; librairie Damidot ; librairie Rey ; librairie Venot ; librairie Rousseau,,1904,14bis,510,,OUI,,,
,moderne,3145,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne,,Dijon ; Paris,Librairie Nourry ; librairie Damidot ; librairie Rey ; librairie Venot ; librairie Rousseau,,1905,15,645,,OUI,,,
,moderne,3146,REVUE,,,Université de Bourgogne,Editeur scientifique,CESTRE Charles,Auteur,,,,,,,,,Revue bourguignonne,La révolution française et les poètes anglais (1789-1809),Dijon ; Paris,Librairie Nourry ; librairie Damidot ; librairie Rey ; librairie Venot ; librairie Rousseau,,1906,16,802,,OUI,,,
,moderne,3147,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne,,Dijon ; Paris,Librairie Nourry ; librairie Damidot ; librairie Rey ; librairie Venot ; librairie Rousseau,,1907,17,1156,,OUI,,,
,moderne,3148,REVUE,,,Université de Bourgogne,Editeur scientifique,LAMBERT Ch.,Auteur,,,,,,,,,Revue bourguignonne,La grammaire latine selon les grammairiens latins du IVe et Ve siècle,Dijon ; Paris,Librairie Nourry ; librairie Damidot ; librairie Rey ; librairie Venot ; librairie Rousseau,,1908,18,309,,OUI,,,
,moderne,3149,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne,,Dijon,s.n.,,s.d.,19,s.p.,,MANQUANT,,,
,moderne,3150,REVUE,,,Université de Bourgogne,Editeur scientifique,DROUOT Henri,Auteur,,,,,,,,,Revue bourguignonne,Un épisode de la Ligue à Dijon. L'affaire La Verne (1594),Dijon ; Paris,Librairie Nourry ; librairie Damidot ; librairie Rey ; librairie Venot ; librairie Rousseau,,1910,20,639,,OUI,,,
,moderne,3151,REVUE,,,Université de Bourgogne,Editeur scientifique,,,,,,,,,,,Revue bourguignonne,,Dijon,Imprimerie Barbier ; L. Marchal,,1910,21,648,,OUI,,,
,moderne,3152,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1855,1,620,,OUI,,,
,moderne,3153,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1856,2,640,,OUI,,,
,moderne,3154,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1857,3,600,,OUI,,,
,moderne,3155,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1858,4,612,,OUI,,,
,moderne,3156,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1859,5,560,,OUI,,,
,moderne,3157,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1860,6,608,,OUI,,,
,moderne,3158,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1861,7,580,,OUI,,,
,moderne,3159,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1862,8,772,,OUI,,,
,moderne,3160,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1863,9,587,,OUI,,,
,moderne,3161,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1864,10,560,,OUI,,,
,moderne,3162,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1865,11,660,,OUI,,,
,moderne,3163,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire",,1866,12,640,,OUI,,,
,moderne,3164,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire ; Pédone-Lauriel, libraire",,1867,13,608,,OUI,,,
,moderne,3165,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire ; Pédone-Lauriel, libraire",,1868,14,624,,OUI,,,
,moderne,3166,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,GINOULHIAC C.,Auteur,,,,,Revue historique de droit français et étranger,,Paris,"Auguste Durand, libraire ; Pédone-Lauriel, libraire",,1869,15,592,,OUI,,,
,moderne,3167,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Revue de législation ancienne et moderne française et étrangère,,Paris,"Ernest Thorin, éditeur",,1870-1871,,742,,OUI,,,
,moderne,3168,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Revue de législation ancienne et moderne française et étrangère,,Paris,"Ernest Thorin, éditeur",,1872,,s.p.,,MANQUANT,,,
,moderne,3169,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Revue de législation ancienne et moderne française et étrangère,,Paris,"Ernest Thorin, éditeur",,1873,,s.p.,,MANQUANT,,,
,moderne,3170,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Revue de législation ancienne et moderne française et étrangère,,Paris,"Ernest Thorin, éditeur",,1874,,s.p.,,MANQUANT,,,
,moderne,3171,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Revue de législation ancienne et moderne française et étrangère,,Paris,"Ernest Thorin, éditeur",,1875,,724,,OUI,,,
,moderne,3172,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Revue de législation ancienne et moderne française et étrangère,,Paris,"Ernest Thorin, éditeur",,1876,,738,,OUI,,,
,moderne,3173,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose, libraire-éditeur",,1877 (1ère année),,713,,OUI,,,
,moderne,3174,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose, libraire-éditeur",,1878 (2e année),,812,,OUI,,,
,moderne,3175,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose, libraire-éditeur",,1879 (3e année),,760,,OUI,,,
,moderne,3176,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose, libraire-éditeur",,1880 (4e année),,816,,OUI,,,
,moderne,3177,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1881 (5e année),,695,,OUI,,,
,moderne,3178,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1882 (6e année),,746,,OUI,,,
,moderne,3179,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1883 (7e année),,768,,OUI,,,
,moderne,3180,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1884 (8e année),,739,,OUI,,,
,moderne,3181,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1885 (9e année),,756,,OUI,,,
,moderne,3182,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1886 (10e année),,707,,OUI,,,
,moderne,3183,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1887 (11e année),,818,,OUI,,,
,moderne,3184,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1888 (12e année),,895,,OUI,,,
,moderne,3185,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1889 (13e année),,728,,OUI,,,
,moderne,3186,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1890 (14e année),,s.p.,,MANQUANT,,,
,moderne,3187,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1891 (15e année),,s.p.,,MANQUANT,,,
,moderne,3188,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1892 (16e année),,s.p.,,MANQUANT,,,
,moderne,3189,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1893 (17e année),,s.p.,,MANQUANT,,,
,moderne,3190,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1894 (18e année),,s.p.,,MANQUANT,,,
,moderne,3191,REVUE,,,LABOULAYE Edouard,Auteur,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,"L. Larose et Forcel, libraires-éditeurs",,1895 (19e année),,s.p.,,MANQUANT,,,
